STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,MINUTE,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LONGITUD,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOURNAME,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,FATALS,DRUNK_DR,DATETIME
24,Maryland,240011,1,1,0,1,1,1,1,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,16,1,January,2019,4,Wednesday,20,30,0,This section IS NOT on the NHS,3,State Highway,SR-214,2,Urban,4,Minor Arterial,1,State Highway Agency,35,35,38.89103056,-76.85075556,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,8,Driveway Access Related,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-16 20:30:00
24,Maryland,240012,1,1,0,0,1,1,0,25,HARFORD (25),0,NOT APPLICABLE,18,1,January,2019,6,Friday,12,6,0,This section IS NOT on the NHS,3,State Highway,SR-136,1,Rural,5,Major Collector,1,State Highway Agency,222,222,39.70220833,-76.40857778,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-01-18 12:06:00
24,Maryland,240013,1,1,0,0,1,1,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,24,1,January,2019,5,Thursday,7,34,0,This section IS NOT on the NHS,3,State Highway,SR-5,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,50,50,38.730125,-76.88135278,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,9,Reported as Unknown,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-01-24 07:34:00
24,Maryland,240014,1,1,0,1,1,1,1,13,CARROLL (13),0,NOT APPLICABLE,25,1,January,2019,6,Friday,21,40,0,This section IS NOT on the NHS,3,State Highway,SR-140,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,21,21,39.50697778,-76.90323889,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-25 21:40:00
24,Maryland,240016,1,1,0,1,1,1,1,31,MONTGOMERY (31),0,NOT APPLICABLE,26,1,January,2019,7,Saturday,0,3,0,This section IS NOT on the NHS,3,State Highway,SR-182,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1,1,39.061,-77.05084167,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-26 00:03:00
24,Maryland,240017,1,1,0,1,1,1,1,21,FREDERICK (21),0,NOT APPLICABLE,12,1,January,2019,7,Saturday,7,11,1,This section IS ON the NHS,2,U.S. Highway,US-15,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,374,374,39.68844167,-77.33299722,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,4,Dawn,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-01-12 07:11:00
24,Maryland,240018,2,2,0,0,2,2,0,35,QUEEN ANNE`S (35),0,NOT APPLICABLE,28,1,January,2019,2,Monday,17,55,0,This section IS NOT on the NHS,2,U.S. Highway,US-50,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,173,173,38.95485833,-76.08071389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,98,Not Reported,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-28 17:55:00
24,Maryland,240019,2,2,0,0,2,2,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,16,1,January,2019,4,Wednesday,8,2,0,This section IS NOT on the NHS,3,State Highway,SR-704,2,Urban,4,Minor Arterial,1,State Highway Agency,45,45,38.94070556,-76.85371667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-16 08:02:00
24,Maryland,240020,2,2,0,0,3,3,0,19,DORCHESTER (19),0,NOT APPLICABLE,8,1,January,2019,3,Tuesday,6,27,0,This section IS NOT on the NHS,3,State Highway,SR-392,1,Rural,6,Minor Collector,1,State Highway Agency,100,100,38.632825,-75.77740556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-08 06:27:00
24,Maryland,240021,3,3,0,0,3,3,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,26,1,January,2019,7,Saturday,6,40,0,This section IS NOT on the NHS,2,U.S. Highway,US-1,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,63,63,39.01627778,-76.92724444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,4,Dawn,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-01-26 06:40:00
24,Maryland,240022,3,3,0,0,10,10,0,15,CECIL (15),0,NOT APPLICABLE,20,1,January,2019,1,Sunday,15,20,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,70,70,39.62500833,-75.98423056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-20 15:20:00
24,Maryland,240023,1,1,0,0,1,1,0,15,CECIL (15),0,NOT APPLICABLE,31,1,January,2019,5,Thursday,2,16,0,This section IS NOT on the NHS,4,County Road,CR-268,1,Rural,7,Local,2,County Highway Agency,0,None,39.571,-75.78778056,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,1,2019-01-31 02:16:00
24,Maryland,240024,2,2,0,0,2,2,0,25,HARFORD (25),0,NOT APPLICABLE,4,2,February,2019,2,Monday,17,3,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,4,4,39.442125,-76.36615833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-02-04 17:03:00
24,Maryland,240025,1,1,0,0,1,1,0,31,MONTGOMERY (31),0,NOT APPLICABLE,3,2,February,2019,1,Sunday,2,46,0,This section IS NOT on the NHS,4,County Road,CR-135,2,Urban,5,Major Collector,2,County Highway Agency,10,10,39.15561944,-77.09337778,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,1,2019-02-03 02:46:00
24,Maryland,240026,2,2,0,0,2,2,0,45,WICOMICO (45),0,NOT APPLICABLE,6,2,February,2019,4,Wednesday,16,6,0,This section IS NOT on the NHS,3,State Highway,SR-54,2,Urban,4,Minor Arterial,1,State Highway Agency,110,110,38.4554,-75.55526111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-02-06 16:06:00
24,Maryland,240027,2,2,0,0,2,2,0,3,ANNE ARUNDEL (3),0,NOT APPLICABLE,4,2,February,2019,2,Monday,13,19,0,This section IS NOT on the NHS,3,State Highway,SR-3,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,57,57,39.05742778,-76.65683611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-02-04 13:19:00
24,Maryland,240028,1,1,0,0,1,1,0,5,BALTIMORE (5),0,NOT APPLICABLE,6,1,January,2019,1,Sunday,17,25,0,This section IS NOT on the NHS,4,County Road,CR-3239,2,Urban,4,Minor Arterial,2,County Highway Agency,5,5,39.38231667,-76.57881111,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-06 17:25:00
24,Maryland,240029,1,1,0,0,1,1,0,31,MONTGOMERY (31),0,NOT APPLICABLE,9,2,February,2019,7,Saturday,20,43,1,This section IS ON the NHS,1,Interstate,I-495,2,Urban,1,Interstate,1,State Highway Agency,67,67,39.01686111,-77.09932222,0,No Special Jurisdiction,31,"Post, Pole or Other Supports",0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,5,Entrance/Exit Ramp Related,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,1,2019-02-09 20:43:00
24,Maryland,240030,1,1,0,1,2,2,1,45,WICOMICO (45),0,NOT APPLICABLE,20,1,January,2019,1,Sunday,13,22,0,This section IS NOT on the NHS,3,State Highway,SR-353,1,Rural,5,Major Collector,1,State Highway Agency,33,33,38.43665278,-75.39786944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,On Shoulder,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-20 13:22:00
24,Maryland,240031,1,1,0,1,1,1,1,27,HOWARD (27),0,NOT APPLICABLE,11,2,February,2019,2,Monday,0,47,1,This section IS ON the NHS,1,Interstate,I-95,2,Urban,1,Interstate,1,State Highway Agency,21,21,39.13863889,-76.84805278,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,8,Other,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,1,0,2019-02-11 00:47:00
24,Maryland,240032,1,1,0,2,2,2,2,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,11,2,February,2019,2,Monday,18,34,0,This section IS NOT on the NHS,3,State Highway,SR-202,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,70,70,38.89095833,-76.82492778,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-02-11 18:34:00
24,Maryland,240033,1,1,0,0,1,1,0,37,ST. MARY`S (37),0,NOT APPLICABLE,7,2,February,2019,5,Thursday,20,9,0,This section IS NOT on the NHS,3,State Highway,SR- 236,1,Rural,5,Major Collector,1,State Highway Agency,6,6,38.40483889,-76.82548611,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,5,Dusk,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-02-07 20:09:00
24,Maryland,240034,3,3,0,0,3,3,0,13,CARROLL (13),0,NOT APPLICABLE,11,2,February,2019,2,Monday,4,55,0,This section IS NOT on the NHS,3,State Highway,SR-26,2,Urban,4,Minor Arterial,1,State Highway Agency,8,8,39.46078611,-77.10288056,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,4,On Roadside,3,Dark - Lighted,4,Snow,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,1,2019-02-11 04:55:00
24,Maryland,240035,1,1,0,1,1,1,1,5,BALTIMORE (5),0,NOT APPLICABLE,9,1,January,2019,4,Wednesday,18,19,0,This section IS NOT on the NHS,4,County Road,CR-5600,2,Urban,5,Major Collector,2,County Highway Agency,8,8,39.37399444,-76.51045,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,1,0,2019-01-09 18:19:00
24,Maryland,240036,1,1,0,0,4,4,0,33,PRINCE GEORGE`S (33),0,NOT APPLICABLE,10,2,February,2019,1,Sunday,3,53,0,This section IS NOT on the NHS,3,State Highway,SR-704,2,Urban,4,Minor Arterial,1,State Highway Agency,8,8,38.90245,-76.90021667,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,3,1,2019-02-10 03:53:00
